url @Doc1 https://s2.smu.edu/~fmoore/
doc,word
Doc30,assess
Doc30,certain
Doc30,foul
Doc30,team
Doc30,point
Doc30,end
Doc30,game
url @Doc35 https://s2.smu.edu/~fmoore/textfiles/basketball1.txt
Doc35,normal
Doc35,circumst
Doc35,news
Doc35,dirk
Doc35,nowitzki
Doc35,done
Doc35,year
Doc35,would
Doc35,devast
Doc35,thursday'
Doc35,announc
Doc35,met
Doc35,shrug
Doc35,season
Doc35,end
Doc35,last
Doc35,octob
Doc35,open
Doc35,night
Doc35,home
Doc35,loss
Doc35,horrend
Doc35,atlanta
Doc35,hawk
Doc35,dirk
Doc35,surgeri
Doc35,left
url @Doc36 https://s2.smu.edu/~fmoore/textfiles/golf4.txt
Doc36,kelli
Doc36,kraft
Doc36,got
Doc36,birdi
Doc36,one
Doc36,want
Doc36,kraft'
Doc36,ball
Doc36,hit
Doc36,bird
Doc36,flight
Doc36,ball
Doc36,drop
Doc36,water
Doc36,front
Doc36,green
Doc36,kraft
Doc36,made
Doc36,doubl
Doc36,bogey
Doc36,finish
Doc36,par
Doc36,harbour
Doc36,town
Doc36,golf
Doc36,link
Doc36,miss
Doc36,cut
Doc36,stroke
url @Doc37 https://s2.smu.edu/~fmoore/textfiles/golf3.txt
Doc37,bryson
Doc37,dechambeau
Doc37,shot
Doc37,career
Doc37,best
Doc37,par
Doc37,friday
Doc37,take
Doc37,lead
Doc37,weekend
Doc37,rbc
Doc37,hearitag
Doc37,classic
Doc37,dechambeau'
Doc37,first
Doc37,event
Doc37,pro
Doc37,harbour
Doc37,town
Doc37,gold
Doc37,link
Doc37,two
Doc37,year
Doc37,later
Doc37,post
Doc37,losest
Doc37,ever
Doc37,pga
Doc37,tour
Doc30,win
Doc30,addit
Doc30,time
Doc30,mandat
Doc30,score
Doc30,tie
Doc30,end
Doc30,regul
Doc30,ball
Doc30,advanc
Doc30,court
Doc30,pass
Doc30,teammat
Doc30,bounc
Doc30,walk
Doc30,run
Doc35,ankl
Doc35,miss
Doc35,final
Doc35,three
Doc35,game
Doc35,season
Doc35,dalla
Doc35,maverick
Doc35,repeatedli
Doc35,said
Doc35,return
Doc35,nba
Doc35,season
Doc35,fall
Doc35,also
Doc35,justifi
Doc35,happi
Doc35,end
Doc35,hall
Doc35,fame
Doc35,career
Doc35,want
Doc35,play
Doc35,meaning
Doc35,game
Doc35,contend
Doc35,playoff
Doc36,kraft'
Doc36,group
Doc36,ask
Doc36,rule
Doc36,figur
Doc36,player
Doc36,would
Doc36,simplli
Doc36,rete
Doc36,without
Doc36,penalti
Doc36,instead
Doc36,bird
Doc36,made-mad
Doc36,object
Doc36,kraft
Doc36,play
Doc36,ball
Doc36,water
Doc37,get
Doc37,undeer
Doc37,one
Doc37,stroke
Doc37,ahead
Doc37,competit
Doc37,dechambeau
Doc37,jumpstart
Doc37,round
Doc37,eagl
Doc37,par
Doc37,took
Doc37,lead
Doc37,birdi
Doc37,hole
Doc35,forese
Doc35,futur
Doc35,thing
Doc35,meaning
Doc35,team
Doc35,contend
Doc35,first
Doc35,pick
Doc35,nba
Doc35,draft
Doc35,problem
Doc35,cours
Doc35,want
Doc35,whatev
Doc35,dirk
Doc35,want
Doc35,franchis
Doc35,can't
Doc35,truli
Doc35,move
Doc35,forward
Doc35,long
Doc35,team
url @Doc38 https://s2.smu.edu/~fmoore/textfiles/golf5.txt
Doc38,resurg
Doc38,poulter
Doc38,chanc
Doc38,sunday
Doc38,shoot
Doc38,par
Doc38,take
Doc38,one
Doc38,shot
Doc38,lead
Doc38,final
Doc38,round
Doc38,put
Doc38,posit
Doc38,second
Doc38,victori
Doc38,three
Doc38,week
Doc38,poulter
Doc38,chaser
Doc38,quick
Doc38,turn
Doc38,around
Doc38,sunday
Doc38,tour
Doc38,offici
Doc38,start
Doc38,play
Doc38,go
url @Doc39 https://s2.smu.edu/~fmoore/textfiles/golf2.txt
Doc39,jay
Doc39,haa
Doc39,nearli
Doc39,shot
Doc39,age
Doc39,friday
Doc39,take
Doc39,lead
Doc39,hole
Doc39,saturday
Doc39,finish
Doc39,profession
Doc39,golf
Doc39,association'
Doc39,misubishi
Doc39,classic
Doc39,year
Doc39,old
Doc39,haa
Doc39,birdi
Doc39,final
Doc39,two
Doc39,hole
Doc39,breezi
Doc39,condit
Doc39,tpc
Doc39,sugarloaf
Doc39,par
Doc38,threesom
Doc38,tee
Doc38,expect
Doc38,weater
Doc38,golf
Doc38,cours
Doc38,afternoon
Doc38,nice
Doc38,play
Doc38,godo
Doc38,golf
Doc38,poulter
Doc38,said
Doc39,onestrok
Doc39,lead
Doc39,nearest
Doc39,golfer
url @Doc40 https://s2.smu.edu/~fmoore/misc/levenshtein.html
Doc40,levenshtein
Doc40,distanc
Doc40,demo
Doc40,levenshtein
Doc40,distanc
Doc40,calcul
Doc40,exampl
Doc40,fast
Doc40,cat
Doc40,cat
Doc40,dog
Doc40,string
Doc40,string
Doc40,distanc
url @Doc41 https://s2.smu.edu/~fmoore/textfiles/golf1.txt
Doc41,champagn
Doc41,pop
Doc41,echo
Doc41,hear
Doc41,cb
Doc41,pga
Doc41,tour
Doc41,offici
Doc41,celebr
Doc41,master
Doc41,week
Doc41,cash
Doc41,cow
Doc41,back
Doc41,time
Doc41,tiger
Doc41,wood
Doc41,sore
Doc41,miss
Doc41,tell
Doc41,sinc
Doc41,tiger'
Doc41,person
Doc41,life
Doc41,bodi
Doc41,game
Doc41,went
Doc41,rough
Doc41,rise
Doc41,golf'
Doc41,star
Doc41,come
Doc41,close
Doc41,make
Doc41,sport
Doc41,relev
Doc41,like
Doc41,rori
Doc41,justin
Doc41,dustin
Doc41,phil
Doc41,mickelson
Doc41,actual
Doc41,enjoy
Doc41,wonder
Doc41,win
Doc41,career
Doc41,he'
Doc41,tiger
Doc41,god
Doc41,know
Doc41,media
Doc41,scum
Doc41,tri
Doc41,find
Doc41,creat
Doc41,tiger'
Doc41,equal
Doc41,tiger
Doc41,last
Doc41,major
Doc41,long
Doc41,stretch
Doc41,away
Doc41,last
Doc41,play
Doc41,competit
Doc41,golf
Doc41,save
Doc41,game
url @Doc42 https://s2.smu.edu/~fmoore/textfiles/mary1.txt
Doc42,mari
Doc42,littl
Doc42,lamb
url @Doc43 https://s2.smu.edu/~fmoore/misc/porter_stemmer_example.html
Doc43,porter
Doc43,stemmer
Doc43,onlin
Doc43,javascript
Doc43,porter
Doc43,stemmer
Doc43,onlin
Doc43,find
Doc43,porter
Doc43,stem
Doc43,algorithm
Doc43,offici
Doc43,site
Doc43,exampl
Doc43,realli
Doc43,think
Doc43,weak
Doc43,yield
Doc43,temptat
Doc43,tell
Doc43,terribl
Doc43,temptat
Doc43,requir
Doc43,strength
Doc43,strength
Doc43,courag
Doc43,yield
Doc43,oscar
Doc43,wild
Doc43,stem
Doc43,content
Doc43,overlay
Doc43,overlay
Doc43,output
Doc43,goe
Doc43,stem
Doc43,stem
Doc43,output
Doc43,alon
Doc43,goe
Doc43,common
Doc43,topic
Doc43,taught
Doc43,document
Doc43,classif
Doc43,includ
Doc43,stop
Doc43,word
Doc43,invers
Doc43,document
Doc43,frequenc
Doc43,free
Doc43,softwar
Doc43,relat
Doc43,field
Doc43,lucen
Doc43,carrot2
Doc43,refer
Doc43,demo
Doc43,site
Doc43,refer
Doc43,js
Doc43,implement
Doc43,http://9ol.es/porter_js_demo.html
link: http://tartarus.org/~martin/PorterStemmer/
link: http://en.wikipedia.org/wiki/Document_classification
link: http://en.wikipedia.org/wiki/Stop_words
link: http://en.wikipedia.org/wiki/Tf*idf
link: http://lucene.apache.org/core/
link: http://search.carrot2.org/stable/search
link: http://9ol.es/porter_js_demo.html
Error on https://s2.smu.edu/~fmoore/misc/count_letters_duplicate.txt
Error on https://s2.smu.edu/~fmoore/misc/count_letters.txt
Error on https://s2.smu.edu/~fmoore/does_not_exist.htm
url @Doc44 https://s2.smu.edu/~fmoore/index_duplicate.htm
Doc44 is an exact duplicate from Doc1
Doc44,freeman
Doc44,moor
Doc44,smu
Doc44,spring
Doc44,spring
Doc44,freeman
Doc44,l
Doc44,moor
Doc44,phd
Doc44,email
Doc44,fmoore@smu.
Doc44,u
Doc44,spring
Doc44,cse
Doc44,fall
Doc44,cse
Doc44,keep
Doc44,look
Doc44,cours
Doc44,calendar
Doc44,latest
Doc44,inform
Doc44,spring
Doc44,t/th
Doc44,caruth
Doc44,syllabu
Doc44,syllabu
Doc44,content
Doc44,web
Doc44,site
Doc44,sole
Doc44,respons
Doc44,dr
Doc44,freeman
Doc44,moor
Doc44,necessarili
Doc44,repres
Doc44,opinion
Doc44,polici
Doc44,southern
Doc44,methodist
Doc44,univers
Doc44,administr
Doc44,site
Doc44,dr
Doc44,freeman
Doc44,moor
Doc44,may
Doc44,contact
Doc44,fmoore@smu.edu
link: mailto:fmoore@smu.edu
link: http://lyle.smu.edu
link: http://lyle.smu.edu/~fmoore/index-fall2017.htm
link: schedule.htm
link: CSE5337_syllabus.pdf
link: CSE7337_syllabus.pdf
url @Doc45 https://s2.smu.edu/~fmoore/index.htm
Doc45 is an exact duplicate from Doc1
Doc45,freeman
Doc45,moor
Doc45,smu
Doc45,spring
Doc45,spring
Doc45,freeman
Doc45,l
Doc45,moor
Doc45,phd
Doc45,email
Doc45,fmoore@smu.
Doc45,u
Doc45,spring
Doc45,cse
Doc45,fall
Doc45,cse
Doc45,keep
Doc45,look
Doc45,cours
Doc45,calendar
Doc45,latest
Doc45,inform
Doc45,spring
Doc45,t/th
Doc45,caruth
Doc45,syllabu
Doc45,syllabu
Doc45,content
Doc45,web
Doc45,site
Doc45,sole
Doc45,respons
Doc45,dr
Doc45,freeman
Doc45,moor
Doc45,necessarili
Doc45,repres
Doc45,opinion
Doc45,polici
Doc45,southern
Doc45,methodist
Doc45,univers
Doc45,administr
Doc45,site
Doc45,dr
Doc45,freeman
Doc45,moor
Doc45,may
Doc45,contact
Doc45,fmoore@smu.edu
link: mailto:fmoore@smu.edu
link: http://lyle.smu.edu
link: http://lyle.smu.edu/~fmoore/index-fall2017.htm
link: schedule.htm
link: CSE5337_syllabus.pdf
link: CSE7337_syllabus.pdf
