doc,word,,Term Frequency Matrix,,,,,,,,,,,,,Top 20 words,
Doc1,freeman,,Words dictionary,Collection Frequency,Doc1,Doc2,Doc3,Doc4,Doc5,Doc6,Doc7,Doc9,Doc10,Doc11,,Words,Frequency
Doc6,demo,,,,,,,,,,,,,,,,
Doc6,site,,,,,,,,,,,,,,,,
Doc6,refer,,,,,,,,,,,,,,,,
Doc6,js,,,,,,,,,,,,,,,,
Doc6,implement,,,,,,,,,,,,,,,,
Doc6,http://9ol.es/porter_js_demo.html,,,,,,,,,,,,,,,,
Doc7,levenshtein,,,,,,,,,,,,,,,,
Doc7,distanc,,,,,,,,,,,,,,,,
Doc7,demo,,,,,,,,,,,,,,,,
Doc7,levenshtein,,,,,,,,,,,,,,,,
Doc7,distanc,,,,,,,,,,,,,,,,
Doc7,calcul,,,,,,,,,,,,,,,,
Doc7,exampl,,,,,,,,,,,,,,,,
Doc7,fast,,,,,,,,,,,,,,,,
Doc7,cat,,,,,,,,,,,,,,,,
Doc7,cat,,,,,,,,,,,,,,,,
Doc7,dog,,,,,,,,,,,,,,,,
Doc7,string,,,,,,,,,,,,,,,,
Doc7,string,,,,,,,,,,,,,,,,
Doc7,distanc,,,,,,,,,,,,,,,,
Doc9,freeman,,,,,,,,,,,,,,,,
Doc9,moor,,,,,,,,,,,,,,,,
Doc9,smu,,,,,,,,,,,,,,,,
Doc9,spring,,,,,,,,,,,,,,,,
Doc9,spring,,,,,,,,,,,,,,,,
Doc9,freeman,,,,,,,,,,,,,,,,
Doc9,l,,,,,,,,,,,,,,,,
Doc9,moor,,,,,,,,,,,,,,,,
Doc9,phd,,,,,,,,,,,,,,,,
Doc9,email,,,,,,,,,,,,,,,,
Doc9,fmoore@lyle.smu.edu,,,,,,,,,,,,,,,,
Doc9,fall,,,,,,,,,,,,,,,,
Doc9,cse,,,,,,,,,,,,,,,,
Doc9,spring,,,,,,,,,,,,,,,,
Doc9,tuesday/thursday,,,,,,,,,,,,,,,,
Doc9,caruth,,,,,,,,,,,,,,,,
Doc9,cse,,,,,,,,,,,,,,,,
Doc9,syllabu,,,,,,,,,,,,,,,,
Doc9,cse,,,,,,,,,,,,,,,,
Doc9,syllabu,,,,,,,,,,,,,,,,
Doc9,keep,,,,,,,,,,,,,,,,
Doc9,look,,,,,,,,,,,,,,,,
Doc9,tent,,,,,,,,,,,,,,,,
Doc9,cours,,,,,,,,,,,,,,,,
Doc9,calendar,,,,,,,,,,,,,,,,
Doc9,cours,,,,,,,,,,,,,,,,
Doc9,inform,,,,,,,,,,,,,,,,
Doc9,canva,,,,,,,,,,,,,,,,
Doc9,content,,,,,,,,,,,,,,,,
Doc9,thi,,,,,,,,,,,,,,,,
Doc9,web,,,,,,,,,,,,,,,,
Doc9,site,,,,,,,,,,,,,,,,
Doc9,sole,,,,,,,,,,,,,,,,
Doc9,respons,,,,,,,,,,,,,,,,
Doc9,dr,,,,,,,,,,,,,,,,
Doc9,freeman,,,,,,,,,,,,,,,,
Doc9,moor,,,,,,,,,,,,,,,,
Doc9,necessarili,,,,,,,,,,,,,,,,
Doc9,repres,,,,,,,,,,,,,,,,
Doc9,opinion,,,,,,,,,,,,,,,,
Doc9,polici,,,,,,,,,,,,,,,,
Doc9,southern,,,,,,,,,,,,,,,,
Doc9,methodist,,,,,,,,,,,,,,,,
Doc9,univers,,,,,,,,,,,,,,,,
Doc9,administr,,,,,,,,,,,,,,,,
Doc9,thi,,,,,,,,,,,,,,,,
Doc9,site,,,,,,,,,,,,,,,,
Doc9,dr,,,,,,,,,,,,,,,,
Doc9,freeman,,,,,,,,,,,,,,,,
Doc9,moor,,,,,,,,,,,,,,,,
Doc9,may,,,,,,,,,,,,,,,,
Doc9,contact,,,,,,,,,,,,,,,,
Doc9,fmoore@lyle.smu.edu,,,,,,,,,,,,,,,,
Doc10,freeman,,,,,,,,,,,,,,,,
Doc10,moor,,,,,,,,,,,,,,,,
Doc10,smu,,,,,,,,,,,,,,,,
Doc10,spring,,,,,,,,,,,,,,,,
Doc10,spring,,,,,,,,,,,,,,,,
Doc10,freeman,,,,,,,,,,,,,,,,
Doc10,l,,,,,,,,,,,,,,,,
Doc10,moor,,,,,,,,,,,,,,,,
Doc10,phd,,,,,,,,,,,,,,,,
Doc10,email,,,,,,,,,,,,,,,,
Doc10,fmoore@smu.,,,,,,,,,,,,,,,,
Doc10,u,,,,,,,,,,,,,,,,
Doc10,spring,,,,,,,,,,,,,,,,
Doc10,cse,,,,,,,,,,,,,,,,
Doc10,fall,,,,,,,,,,,,,,,,
Doc10,cse,,,,,,,,,,,,,,,,
Doc10,keep,,,,,,,,,,,,,,,,
Doc10,look,,,,,,,,,,,,,,,,
Doc10,cours,,,,,,,,,,,,,,,,
Doc10,calendar,,,,,,,,,,,,,,,,
Doc10,latest,,,,,,,,,,,,,,,,
Doc10,inform,,,,,,,,,,,,,,,,
Doc10,spring,,,,,,,,,,,,,,,,
Doc10,t/th,,,,,,,,,,,,,,,,
Doc10,caruth,,,,,,,,,,,,,,,,
Doc10,syllabu,,,,,,,,,,,,,,,,
Doc10,syllabu,,,,,,,,,,,,,,,,
Doc10,content,,,,,,,,,,,,,,,,
Doc10,thi,,,,,,,,,,,,,,,,
Doc10,web,,,,,,,,,,,,,,,,
Doc10,site,,,,,,,,,,,,,,,,
Doc10,sole,,,,,,,,,,,,,,,,
Doc10,respons,,,,,,,,,,,,,,,,
Doc10,dr,,,,,,,,,,,,,,,,
Doc10,freeman,,,,,,,,,,,,,,,,
Doc10,moor,,,,,,,,,,,,,,,,
Doc10,necessarili,,,,,,,,,,,,,,,,
Doc10,repres,,,,,,,,,,,,,,,,
Doc10,opinion,,,,,,,,,,,,,,,,
Doc10,polici,,,,,,,,,,,,,,,,
Doc10,southern,,,,,,,,,,,,,,,,
Doc10,methodist,,,,,,,,,,,,,,,,
Doc10,univers,,,,,,,,,,,,,,,,
Doc10,administr,,,,,,,,,,,,,,,,
Doc10,thi,,,,,,,,,,,,,,,,
Doc10,site,,,,,,,,,,,,,,,,
Doc10,dr,,,,,,,,,,,,,,,,
Doc10,freeman,,,,,,,,,,,,,,,,
Doc10,moor,,,,,,,,,,,,,,,,
Doc10,may,,,,,,,,,,,,,,,,
Doc10,contact,,,,,,,,,,,,,,,,
Doc10,fmoore@smu.edu,,,,,,,,,,,,,,,,
Doc11,freeman,,,,,,,,,,,,,,,,
Doc11,moor,,,,,,,,,,,,,,,,
Doc11,smu,,,,,,,,,,,,,,,,
Doc11,spring,,,,,,,,,,,,,,,,
Doc11,spring,,,,,,,,,,,,,,,,
Doc11,freeman,,,,,,,,,,,,,,,,
Doc11,l,,,,,,,,,,,,,,,,
Doc11,moor,,,,,,,,,,,,,,,,
Doc11,phd,,,,,,,,,,,,,,,,
Doc11,email,,,,,,,,,,,,,,,,
Doc11,fmoore@smu.,,,,,,,,,,,,,,,,
Doc11,u,,,,,,,,,,,,,,,,
Doc11,spring,,,,,,,,,,,,,,,,
Doc11,cse,,,,,,,,,,,,,,,,
Doc11,fall,,,,,,,,,,,,,,,,
Doc11,cse,,,,,,,,,,,,,,,,
Doc11,keep,,,,,,,,,,,,,,,,
Doc11,look,,,,,,,,,,,,,,,,
Doc11,cours,,,,,,,,,,,,,,,,
Doc11,calendar,,,,,,,,,,,,,,,,
Doc11,latest,,,,,,,,,,,,,,,,
Doc11,inform,,,,,,,,,,,,,,,,
Doc11,spring,,,,,,,,,,,,,,,,
Doc11,t/th,,,,,,,,,,,,,,,,
Doc11,caruth,,,,,,,,,,,,,,,,
Doc11,syllabu,,,,,,,,,,,,,,,,
Doc11,syllabu,,,,,,,,,,,,,,,,
Doc11,content,,,,,,,,,,,,,,,,
Doc11,thi,,,,,,,,,,,,,,,,
Doc11,web,,,,,,,,,,,,,,,,
Doc11,site,,,,,,,,,,,,,,,,
Doc11,sole,,,,,,,,,,,,,,,,
Doc11,respons,,,,,,,,,,,,,,,,
Doc11,dr,,,,,,,,,,,,,,,,
Doc11,freeman,,,,,,,,,,,,,,,,
Doc11,moor,,,,,,,,,,,,,,,,
Doc11,necessarili,,,,,,,,,,,,,,,,
Doc11,repres,,,,,,,,,,,,,,,,
Doc11,opinion,,,,,,,,,,,,,,,,
Doc11,polici,,,,,,,,,,,,,,,,
Doc11,southern,,,,,,,,,,,,,,,,
Doc11,methodist,,,,,,,,,,,,,,,,
Doc11,univers,,,,,,,,,,,,,,,,
Doc11,administr,,,,,,,,,,,,,,,,
Doc11,thi,,,,,,,,,,,,,,,,
Doc11,site,,,,,,,,,,,,,,,,
Doc11,dr,,,,,,,,,,,,,,,,
Doc11,freeman,,,,,,,,,,,,,,,,
Doc11,moor,,,,,,,,,,,,,,,,
Doc11,may,,,,,,,,,,,,,,,,
Doc11,contact,,,,,,,,,,,,,,,,
Doc11,fmoore@smu.edu,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
END OF ORIGINAL DATA,,,,,,,,,,,,,,,,,
